Year,Area_Type,State_UT,Crime_Category,Crime_Subcategory,Victim_Gender,Victim_Age_Group,Cases_Reported,Cases_Solved,Cases_Pending,Cases_Investigated,Cases_Not_Investigated
2009,Urban,Goa,Crime Against Men,Murder,Male,31-45,5251,3552,1699,3959,1292
2001,Urban,Maharashtra,Crime Against Men,Assault,Female,46-60,1646,1389,257,1452,194
2006,Rural,Bihar,Crime Against Women,Rape,Female,60+,767,630,137,652,115
2004,Rural,Meghalaya,Property Crime,Vandalism,Female,13-17,893,129,764,768,125
2001,Rural,Manipur,Property Crime,Theft,Female,18-30,3897,3758,139,3787,110
2008,Rural,Karnataka,Property Crime,Arson,Male,18-30,4481,1708,2773,2939,1542
2006,Urban,Uttar Pradesh,Crime Against Women,Rape,Male,13-17,3698,2917,781,3137,561
2008,Urban,Andhra Pradesh,Property Crime,Theft,Male,18-30,5883,4687,1196,4879,1004
2005,Urban,Mizoram,Property Crime,Theft,Male,60+,1392,715,677,914,478
2010,Urban,Maharashtra,Crime Against Men,Assault,Female,13-17,9319,4081,5238,7555,1764
2009,Rural,Madhya Pradesh,Other Crimes,Fraud,Female,18-30,6106,2222,3884,5104,1002
2008,Rural,Jammu & Kashmir,Crime Against Women,Rape,Female,46-60,9031,7702,1329,7972,1059
2010,Urban,Uttarakhand,Crime Against Men,Murder,Female,0-12,8932,3025,5907,5048,3884
2006,Urban,West Bengal,Property Crime,Burglary,Male,31-45,2907,317,2590,380,2527
2001,Rural,Goa,Crime Against Men,Murder,Male,46-60,6614,5067,1547,6186,428
2010,Urban,Punjab,Property Crime,Arson,Male,13-17,2261,1229,1032,1630,631
2001,Urban,Madhya Pradesh,Property Crime,Arson,Female,0-12,5262,1425,3837,1629,3633
2008,Urban,Andhra Pradesh,Property Crime,Burglary,Male,46-60,1670,749,921,1512,158
2001,Rural,Madhya Pradesh,Property Crime,Burglary,Male,18-30,6565,463,6102,4927,1638
2007,Urban,Tripura,Property Crime,Arson,Male,0-12,9711,3099,6612,7821,1890
2001,Urban,Sikkim,Crime Against Men,Extortion,Male,60+,2207,1502,705,1598,609
2007,Urban,Chhattisgarh,Crime Against Men,Extortion,Female,31-45,6795,4928,1867,5164,1631
2006,Rural,Jharkhand,Property Crime,Arson,Female,13-17,4270,1556,2714,2300,1970
2002,Rural,Nagaland,Other Crimes,Cyber Crime,Male,31-45,9437,5908,3529,9247,190
2009,Urban,Andhra Pradesh,Crime Against Women,Domestic Violence,Female,31-45,2754,368,2386,1524,1230
2004,Urban,Assam,Crime Against Men,Extortion,Female,18-30,1127,955,172,1033,94
2010,Urban,Uttar Pradesh,Property Crime,Vandalism,Female,18-30,139,16,123,20,119
2010,Rural,Uttar Pradesh,Property Crime,Vandalism,Female,60+,1263,1125,138,1153,110
2003,Urban,Nagaland,Crime Against Men,Extortion,Male,13-17,5996,678,5318,2207,3789
2003,Rural,Andhra Pradesh,Crime Against Men,Robbery,Male,13-17,3798,1729,2069,2418,1380
2003,Rural,Telangana,Crime Against Men,Extortion,Female,31-45,1341,805,536,1232,109
2006,Urban,Jammu & Kashmir,Property Crime,Theft,Male,31-45,1768,1724,44,1724,44
2006,Rural,Himachal Pradesh,Crime Against Women,Rape,Male,13-17,6334,5877,457,6078,256
2005,Urban,Himachal Pradesh,Property Crime,Theft,Female,13-17,8074,5740,2334,6336,1738
2003,Rural,Tripura,Other Crimes,Cyber Crime,Female,18-30,8591,378,8213,6472,2119
2007,Rural,Manipur,Other Crimes,Drug Offense,Female,60+,8401,6888,1513,7550,851
2010,Rural,Jharkhand,Property Crime,Vandalism,Female,46-60,632,444,188,447,185
2009,Urban,Madhya Pradesh,Property Crime,Arson,Female,60+,988,853,135,931,57
2009,Rural,Madhya Pradesh,Property Crime,Theft,Female,18-30,1633,1195,438,1243,390
2003,Urban,Telangana,Crime Against Men,Extortion,Male,31-45,4998,3105,1893,3844,1154
2002,Urban,Chhattisgarh,Crime Against Men,Assault,Female,13-17,7919,466,7453,5814,2105
2010,Rural,Uttarakhand,Crime Against Men,Assault,Male,46-60,4928,2383,2545,4452,476
2006,Rural,Gujarat,Crime Against Women,Molestation,Male,18-30,5696,2693,3003,5154,542
2002,Urban,Arunachal Pradesh,Crime Against Women,Dowry Deaths,Female,46-60,2991,2049,942,2367,624
2004,Rural,Madhya Pradesh,Other Crimes,Corruption,Female,60+,531,67,464,359,172
2002,Rural,Haryana,Crime Against Women,Domestic Violence,Female,0-12,345,113,232,215,130
2005,Rural,Jammu & Kashmir,Other Crimes,Cyber Crime,Male,18-30,5523,4898,625,4944,579
2005,Rural,Haryana,Crime Against Men,Assault,Female,60+,9952,5315,4637,5615,4337
2010,Rural,Haryana,Crime Against Women,Molestation,Male,13-17,2415,2065,350,2107,308
2005,Urban,Sikkim,Crime Against Men,Robbery,Female,0-12,8278,4541,3737,5043,3235
2006,Rural,Arunachal Pradesh,Other Crimes,Drug Offense,Female,0-12,8631,4065,4566,4779,3852
2002,Urban,Bihar,Crime Against Men,Robbery,Male,13-17,5658,2975,2683,4515,1143
2002,Rural,Karnataka,Other Crimes,Cyber Crime,Male,18-30,9084,3636,5448,4465,4619
2010,Urban,Arunachal Pradesh,Crime Against Men,Extortion,Male,46-60,1972,1844,128,1851,121
2008,Urban,Odisha,Property Crime,Theft,Male,13-17,4489,3893,596,4137,352
2007,Rural,Goa,Property Crime,Arson,Female,31-45,5453,2725,2728,4925,528
2008,Rural,Maharashtra,Crime Against Children,Trafficking,Female,60+,9973,6812,3161,7274,2699
2004,Urban,Bihar,Crime Against Men,Murder,Male,18-30,2505,79,2426,163,2342
2009,Rural,Bihar,Property Crime,Burglary,Female,18-30,7416,2013,5403,2714,4702
2004,Rural,Telangana,Crime Against Men,Extortion,Female,60+,6070,397,5673,4910,1160
2007,Urban,Assam,Crime Against Men,Assault,Female,18-30,5343,4663,680,5134,209
2010,Rural,Haryana,Property Crime,Arson,Male,31-45,4009,1942,2067,3047,962
2007,Urban,West Bengal,Crime Against Men,Assault,Male,18-30,4848,156,4692,3613,1235
2006,Urban,Odisha,Crime Against Women,Rape,Male,18-30,6733,4707,2026,5371,1362
2009,Urban,Uttar Pradesh,Crime Against Men,Extortion,Female,0-12,418,181,237,185,233
2002,Urban,Punjab,Crime Against Women,Dowry Deaths,Male,31-45,7772,699,7073,1333,6439
2007,Urban,Odisha,Crime Against Children,Kidnapping,Male,31-45,1798,1012,786,1764,34
2010,Urban,Gujarat,Other Crimes,Fraud,Female,13-17,7652,5391,2261,7626,26
2003,Urban,Tripura,Other Crimes,Cyber Crime,Female,31-45,1656,665,991,1001,655
2004,Urban,Chhattisgarh,Crime Against Women,Dowry Deaths,Female,46-60,6597,511,6086,965,5632
2010,Urban,Haryana,Crime Against Children,Child Labor,Female,31-45,5682,993,4689,3105,2577
2003,Urban,Jharkhand,Crime Against Men,Murder,Male,18-30,1774,379,1395,1065,709
2010,Urban,Telangana,Other Crimes,Cyber Crime,Male,60+,2541,578,1963,2231,310
2009,Rural,Punjab,Other Crimes,Cyber Crime,Female,18-30,6449,2951,3498,4523,1926
2002,Rural,Tripura,Crime Against Women,Dowry Deaths,Female,18-30,6190,4480,1710,5359,831
2005,Rural,Chhattisgarh,Crime Against Men,Extortion,Male,0-12,9245,7797,1448,8189,1056
2004,Urban,Gujarat,Other Crimes,Cyber Crime,Male,13-17,9788,2093,7695,6299,3489
2004,Urban,Uttar Pradesh,Crime Against Women,Rape,Male,18-30,7353,220,7133,1345,6008
2006,Rural,Nagaland,Crime Against Children,Trafficking,Female,60+,4436,570,3866,1183,3253
2007,Rural,Assam,Crime Against Children,Trafficking,Male,18-30,8801,2225,6576,5689,3112
2002,Urban,Goa,Crime Against Children,Kidnapping,Male,31-45,2255,561,1694,1250,1005
2008,Urban,Sikkim,Property Crime,Vandalism,Female,13-17,4181,77,4104,633,3548
2008,Urban,Madhya Pradesh,Crime Against Women,Rape,Male,60+,3551,1091,2460,1242,2309
2009,Rural,Chhattisgarh,Crime Against Women,Molestation,Female,18-30,4294,4233,61,4286,8
2001,Rural,West Bengal,Crime Against Men,Robbery,Male,18-30,1054,182,872,1022,32
2001,Rural,Manipur,Crime Against Men,Murder,Female,46-60,3678,2417,1261,3323,355
2007,Rural,Gujarat,Property Crime,Theft,Female,0-12,6477,2669,3808,5139,1338
2009,Urban,Mizoram,Other Crimes,Cyber Crime,Male,13-17,5958,1354,4604,3216,2742
2008,Urban,Arunachal Pradesh,Property Crime,Burglary,Female,13-17,5432,5302,130,5344,88
2008,Rural,Tamil Nadu,Other Crimes,Cyber Crime,Male,13-17,5138,3486,1652,4032,1106
2001,Rural,Jammu & Kashmir,Crime Against Children,Kidnapping,Female,13-17,8812,5221,3591,7133,1679
2002,Urban,Goa,Crime Against Men,Murder,Female,31-45,5511,478,5033,5328,183
2008,Rural,Uttar Pradesh,Crime Against Children,Child Abuse,Female,13-17,5536,4940,596,5353,183
2001,Urban,Maharashtra,Other Crimes,Fraud,Male,46-60,2812,2321,491,2487,325
2003,Rural,Odisha,Crime Against Men,Robbery,Male,18-30,2592,509,2083,606,1986
2009,Rural,Madhya Pradesh,Property Crime,Arson,Male,13-17,6411,2375,4036,4159,2252
2002,Rural,Bihar,Crime Against Children,Child Labor,Male,60+,5478,1344,4134,1673,3805
2003,Urban,Karnataka,Crime Against Women,Rape,Male,18-30,4754,3446,1308,4020,734
2007,Urban,Rajasthan,Crime Against Children,Child Abuse,Female,0-12,1856,359,1497,1402,454
2006,Urban,Delhi,Crime Against Children,Child Abuse,Female,31-45,3441,3342,99,3428,13
2003,Urban,Nagaland,Crime Against Children,Child Abuse,Male,18-30,6953,1019,5934,1109,5844
2005,Urban,West Bengal,Crime Against Children,Child Abuse,Male,13-17,1461,831,630,864,597
2010,Rural,Tripura,Crime Against Children,Child Labor,Female,13-17,6329,4270,2059,4580,1749
2009,Rural,Andhra Pradesh,Other Crimes,Cyber Crime,Male,31-45,9580,7596,1984,9415,165
2007,Rural,Jharkhand,Other Crimes,Corruption,Female,18-30,3355,330,3025,3005,350
2001,Urban,Maharashtra,Crime Against Women,Molestation,Male,60+,3132,1983,1149,2985,147
2006,Urban,Gujarat,Property Crime,Vandalism,Female,13-17,1191,733,458,807,384
2004,Urban,Telangana,Crime Against Women,Rape,Male,46-60,3606,2747,859,3113,493
2007,Rural,Delhi,Other Crimes,Corruption,Male,18-30,9540,1538,8002,3404,6136
2010,Urban,Gujarat,Crime Against Men,Assault,Male,60+,7595,5953,1642,6346,1249
2006,Urban,Madhya Pradesh,Property Crime,Vandalism,Female,13-17,6410,2696,3714,4966,1444
2008,Rural,Assam,Crime Against Men,Murder,Female,60+,7651,261,7390,269,7382
2004,Urban,Madhya Pradesh,Property Crime,Arson,Female,46-60,5171,4196,975,4735,436
2010,Rural,Goa,Property Crime,Vandalism,Male,18-30,126,67,59,111,15
2003,Rural,Chhattisgarh,Crime Against Men,Assault,Female,18-30,2728,1812,916,1961,767
2002,Rural,Telangana,Property Crime,Burglary,Male,13-17,5322,1810,3512,4357,965
2001,Urban,Bihar,Crime Against Children,Kidnapping,Male,13-17,2853,2269,584,2812,41
2007,Urban,Haryana,Crime Against Women,Molestation,Male,46-60,4685,4627,58,4680,5
2001,Urban,Jharkhand,Crime Against Men,Murder,Male,46-60,5270,3671,1599,4458,812
2001,Urban,Arunachal Pradesh,Crime Against Children,Trafficking,Female,13-17,1732,436,1296,1693,39
2001,Urban,Kerala,Property Crime,Arson,Female,13-17,6393,5802,591,5802,591
2007,Urban,Haryana,Other Crimes,Cyber Crime,Female,18-30,2684,399,2285,1182,1502
2005,Rural,Haryana,Crime Against Children,Child Abuse,Female,46-60,6240,5368,872,5566,674
2006,Urban,Haryana,Crime Against Women,Molestation,Female,46-60,2477,404,2073,2391,86
2005,Rural,Haryana,Crime Against Women,Molestation,Male,46-60,2557,2169,388,2182,375
2005,Urban,Odisha,Crime Against Children,Trafficking,Female,18-30,3658,1989,1669,2863,795
2001,Rural,Nagaland,Crime Against Women,Rape,Female,18-30,9769,6329,3440,7721,2048
2006,Rural,Kerala,Other Crimes,Corruption,Male,18-30,256,44,212,178,78
2004,Urban,Karnataka,Other Crimes,Fraud,Male,0-12,8562,1918,6644,2585,5977
2001,Urban,Uttar Pradesh,Crime Against Men,Assault,Male,0-12,5483,2100,3383,5222,261
2004,Rural,Tamil Nadu,Crime Against Men,Robbery,Male,18-30,6408,2426,3982,4346,2062
2005,Rural,Chhattisgarh,Crime Against Children,Kidnapping,Male,60+,1490,996,494,1467,23
2008,Urban,Karnataka,Crime Against Women,Dowry Deaths,Male,31-45,9747,4986,4761,6399,3348
2005,Rural,Goa,Property Crime,Vandalism,Female,0-12,119,37,82,59,60
2006,Rural,Himachal Pradesh,Other Crimes,Drug Offense,Male,13-17,2843,1836,1007,2583,260
2010,Urban,Manipur,Crime Against Men,Assault,Male,46-60,9346,2464,6882,3531,5815
2006,Urban,Rajasthan,Crime Against Women,Rape,Male,0-12,2366,2132,234,2352,14
2002,Rural,West Bengal,Property Crime,Burglary,Male,60+,9314,5123,4191,6942,2372
2004,Rural,Assam,Crime Against Women,Dowry Deaths,Female,60+,2481,2045,436,2048,433
2010,Rural,Goa,Other Crimes,Drug Offense,Male,18-30,7575,345,7230,2611,4964
2006,Rural,Haryana,Crime Against Children,Trafficking,Male,13-17,9953,5573,4380,5976,3977
2010,Urban,Rajasthan,Property Crime,Arson,Male,46-60,2081,591,1490,1879,202
2002,Urban,West Bengal,Crime Against Children,Child Labor,Male,13-17,2735,2078,657,2644,91
2003,Urban,Sikkim,Other Crimes,Fraud,Male,31-45,7995,5534,2461,7294,701
2002,Rural,West Bengal,Crime Against Men,Murder,Male,31-45,7647,1073,6574,4624,3023
2003,Urban,Andhra Pradesh,Crime Against Children,Kidnapping,Male,13-17,4019,2982,1037,3733,286
2007,Rural,Jammu & Kashmir,Crime Against Men,Murder,Male,31-45,3730,836,2894,1814,1916
2003,Rural,Karnataka,Crime Against Children,Trafficking,Female,13-17,7214,2171,5043,4642,2572
2002,Urban,Himachal Pradesh,Crime Against Children,Child Labor,Female,18-30,6384,4303,2081,4646,1738
2008,Urban,Andhra Pradesh,Crime Against Children,Child Abuse,Female,46-60,9021,8310,711,8716,305
2006,Rural,Nagaland,Crime Against Women,Rape,Male,31-45,688,425,263,564,124
2008,Rural,Bihar,Crime Against Men,Extortion,Male,13-17,6235,414,5821,720,5515
2004,Urban,Tamil Nadu,Property Crime,Theft,Female,0-12,8179,4698,3481,5814,2365
2006,Rural,Punjab,Crime Against Women,Dowry Deaths,Male,13-17,4301,3548,753,3675,626
2001,Urban,Maharashtra,Crime Against Men,Extortion,Female,60+,8817,8716,101,8772,45
2009,Urban,West Bengal,Other Crimes,Corruption,Male,13-17,855,251,604,429,426
2005,Rural,Delhi,Other Crimes,Corruption,Male,60+,7214,4152,3062,4808,2406
2006,Rural,Jharkhand,Crime Against Children,Child Labor,Male,60+,1241,650,591,954,287
2009,Urban,Manipur,Crime Against Men,Extortion,Male,46-60,9626,3840,5786,9513,113
2005,Rural,Mizoram,Crime Against Men,Robbery,Male,18-30,2776,411,2365,1577,1199
2010,Urban,Arunachal Pradesh,Crime Against Men,Murder,Male,60+,4203,1801,2402,3767,436
2010,Rural,Tripura,Other Crimes,Corruption,Male,0-12,3042,2436,606,2823,219
2002,Urban,Andhra Pradesh,Property Crime,Burglary,Male,60+,8271,603,7668,6798,1473
2003,Urban,Mizoram,Property Crime,Theft,Male,18-30,3765,3271,494,3761,4
2009,Rural,Punjab,Property Crime,Theft,Male,0-12,8114,5556,2558,5994,2120
2006,Rural,Gujarat,Crime Against Women,Rape,Male,0-12,5391,549,4842,1470,3921
2008,Urban,Himachal Pradesh,Crime Against Men,Extortion,Male,13-17,214,2,212,173,41
2003,Urban,Delhi,Crime Against Children,Child Abuse,Female,13-17,9277,8754,523,9231,46
2003,Rural,Maharashtra,Property Crime,Vandalism,Female,18-30,6053,1567,4486,3740,2313
2004,Rural,Goa,Crime Against Children,Trafficking,Male,60+,2615,107,2508,529,2086
2004,Rural,Rajasthan,Crime Against Children,Child Labor,Male,46-60,3827,1804,2023,3742,85
2008,Rural,Jammu & Kashmir,Crime Against Women,Dowry Deaths,Female,46-60,9987,3557,6430,4402,5585
2009,Rural,Goa,Crime Against Children,Child Abuse,Female,13-17,286,219,67,219,67
2002,Rural,Kerala,Crime Against Women,Molestation,Female,46-60,6700,796,5904,1349,5351
2002,Rural,Meghalaya,Crime Against Women,Rape,Female,13-17,3816,2416,1400,3559,257
2010,Urban,Telangana,Crime Against Men,Robbery,Female,46-60,4166,1925,2241,2665,1501
2009,Rural,Rajasthan,Property Crime,Arson,Female,31-45,6596,3633,2963,6231,365
2003,Urban,Uttar Pradesh,Crime Against Men,Assault,Male,0-12,2052,1084,968,1961,91
2003,Urban,Gujarat,Crime Against Men,Extortion,Male,13-17,3846,1002,2844,1421,2425
2007,Urban,Himachal Pradesh,Crime Against Children,Kidnapping,Male,60+,575,534,41,551,24
2009,Urban,Karnataka,Crime Against Children,Trafficking,Female,46-60,5609,3269,2340,3512,2097
2009,Rural,Uttarakhand,Property Crime,Theft,Male,13-17,179,98,81,169,10
2008,Urban,West Bengal,Property Crime,Vandalism,Female,60+,269,88,181,133,136
2010,Urban,Madhya Pradesh,Other Crimes,Cyber Crime,Male,60+,8660,1430,7230,3202,5458
2003,Urban,Andhra Pradesh,Other Crimes,Corruption,Male,46-60,2984,1217,1767,2304,680
2005,Rural,Maharashtra,Crime Against Children,Child Labor,Female,46-60,3943,713,3230,3070,873
2008,Rural,Tamil Nadu,Crime Against Men,Extortion,Female,31-45,2750,1059,1691,1486,1264
2008,Urban,Uttar Pradesh,Other Crimes,Fraud,Female,46-60,4618,655,3963,1247,3371
2001,Rural,West Bengal,Property Crime,Vandalism,Female,31-45,2029,103,1926,1287,742
2009,Rural,Tamil Nadu,Other Crimes,Drug Offense,Male,60+,814,507,307,644,170
2003,Rural,Gujarat,Crime Against Men,Robbery,Male,18-30,6438,3091,3347,3157,3281
2009,Urban,Odisha,Crime Against Women,Dowry Deaths,Female,0-12,9385,2794,6591,3202,6183
2002,Urban,Jammu & Kashmir,Other Crimes,Drug Offense,Female,31-45,479,174,305,368,111
2006,Rural,Goa,Property Crime,Arson,Male,31-45,9996,8429,1567,9128,868
2010,Rural,Gujarat,Crime Against Men,Extortion,Female,31-45,7452,2843,4609,6363,1089
2008,Urban,Manipur,Crime Against Children,Trafficking,Male,46-60,2027,1303,724,1856,171
2001,Rural,Himachal Pradesh,Crime Against Women,Molestation,Female,18-30,7311,6228,1083,6230,1081
2007,Urban,Jammu & Kashmir,Other Crimes,Fraud,Male,60+,7313,670,6643,4684,2629
2001,Rural,Meghalaya,Other Crimes,Corruption,Male,18-30,5376,2548,2828,5158,218
2001,Urban,Tamil Nadu,Crime Against Children,Trafficking,Male,0-12,4979,2288,2691,3011,1968
2002,Urban,Tripura,Crime Against Women,Dowry Deaths,Female,31-45,6610,4694,1916,4694,1916
2005,Rural,Telangana,Property Crime,Vandalism,Female,13-17,9689,7060,2629,8252,1437
2006,Urban,West Bengal,Crime Against Men,Extortion,Female,13-17,5058,832,4226,2125,2933
2009,Urban,Uttarakhand,Property Crime,Theft,Female,13-17,7527,998,6529,5622,1905
2002,Rural,Uttarakhand,Crime Against Women,Rape,Female,46-60,1046,737,309,956,90
2001,Rural,Jammu & Kashmir,Crime Against Women,Dowry Deaths,Male,46-60,1873,1572,301,1699,174
2006,Urban,Uttarakhand,Crime Against Children,Kidnapping,Male,0-12,9029,2105,6924,7749,1280
2007,Urban,Assam,Property Crime,Vandalism,Male,60+,4165,2791,1374,3555,610
2004,Urban,Bihar,Crime Against Women,Rape,Male,60+,7928,1523,6405,2546,5382
2010,Urban,Karnataka,Crime Against Men,Robbery,Male,60+,9031,4586,4445,4795,4236
2003,Urban,Telangana,Crime Against Children,Child Labor,Male,13-17,346,46,300,87,259
2001,Rural,Andhra Pradesh,Crime Against Children,Kidnapping,Female,31-45,8173,3087,5086,7357,816
2004,Rural,Punjab,Crime Against Women,Rape,Female,0-12,5161,4745,416,4848,313
2001,Rural,Maharashtra,Property Crime,Theft,Female,13-17,6639,5963,676,6066,573
2001,Rural,Telangana,Crime Against Children,Kidnapping,Female,60+,2421,2144,277,2326,95
2004,Rural,Andhra Pradesh,Other Crimes,Corruption,Female,31-45,2198,27,2171,147,2051
2006,Urban,Maharashtra,Crime Against Men,Robbery,Female,46-60,4405,1863,2542,2788,1617
2004,Urban,Chhattisgarh,Crime Against Men,Murder,Female,60+,2994,642,2352,732,2262
2002,Urban,Haryana,Crime Against Children,Child Labor,Male,46-60,2319,2017,302,2027,292
2002,Urban,Mizoram,Other Crimes,Fraud,Female,0-12,6430,1111,5319,3597,2833
2001,Rural,Punjab,Property Crime,Arson,Female,31-45,4478,3239,1239,3780,698
2005,Rural,Gujarat,Property Crime,Burglary,Male,18-30,4325,1883,2442,4036,289
2007,Rural,Arunachal Pradesh,Other Crimes,Drug Offense,Male,31-45,7728,6753,975,7452,276
2005,Urban,Sikkim,Crime Against Children,Child Labor,Female,31-45,7468,7361,107,7416,52
2003,Urban,Tamil Nadu,Crime Against Men,Assault,Female,0-12,3622,2067,1555,3352,270
2010,Urban,Punjab,Crime Against Women,Domestic Violence,Male,60+,5183,1113,4070,2684,2499
2004,Rural,Jharkhand,Crime Against Women,Domestic Violence,Male,60+,9752,6383,3369,7117,2635
2005,Urban,Delhi,Crime Against Women,Domestic Violence,Male,46-60,3738,1651,2087,2232,1506
2005,Urban,Jharkhand,Crime Against Children,Child Abuse,Female,0-12,9019,2064,6955,2618,6401
2007,Urban,Mizoram,Crime Against Children,Trafficking,Male,18-30,8723,3935,4788,4983,3740
2004,Rural,Rajasthan,Other Crimes,Drug Offense,Male,46-60,3695,3291,404,3435,260
2008,Rural,Tripura,Crime Against Children,Kidnapping,Female,18-30,4870,3721,1149,4767,103
2006,Urban,Manipur,Crime Against Children,Kidnapping,Female,31-45,9008,7588,1420,8760,248
2009,Rural,Himachal Pradesh,Crime Against Women,Rape,Male,18-30,9975,4928,5047,6936,3039
2009,Urban,Kerala,Crime Against Women,Domestic Violence,Female,60+,8113,1145,6968,3967,4146
2006,Urban,Tripura,Crime Against Women,Molestation,Female,13-17,8586,8024,562,8583,3
2002,Rural,Chhattisgarh,Crime Against Women,Molestation,Male,13-17,9944,4401,5543,9137,807
2002,Urban,Assam,Crime Against Men,Extortion,Female,0-12,5667,2128,3539,4849,818
2005,Urban,Madhya Pradesh,Crime Against Men,Murder,Female,18-30,7456,4069,3387,5695,1761
2002,Urban,Mizoram,Property Crime,Arson,Female,13-17,4050,2694,1356,3738,312
2002,Rural,Uttarakhand,Crime Against Children,Trafficking,Female,31-45,3247,1593,1654,2184,1063
2004,Urban,Karnataka,Crime Against Children,Trafficking,Female,46-60,9208,974,8234,7224,1984
2010,Rural,Uttarakhand,Crime Against Men,Assault,Male,46-60,3488,1133,2355,1167,2321
2006,Rural,Andhra Pradesh,Property Crime,Burglary,Female,46-60,3866,1479,2387,1798,2068
2005,Rural,Tamil Nadu,Other Crimes,Cyber Crime,Male,0-12,2539,959,1580,1831,708
